text,word_count,focus_word,predictability,field,category
"Such prospective biomedical or behavioral research studies on human participants are designed to answer specific questions about biomedical or behavioral interventions, including new treatments (such as novel vaccines, drugs, dietary choices, dietary supplements, and medical devices) and known interventions that warrant further study and comparison.",45,treatments,0.8,medicine,very_long
"Some forms of vitamin D, such as calcitriol, are steroid-like and bind to homologous receptors, but lack the characteristic fused ring structure of true steroids.",25,receptors,0.6,medicine,medium
"Behavioural immunity, a phrase coined by Mark Schaller, specifically refers to psychological pathogen avoidance drivers, such as disgust aroused by stimuli encountered around pathogen-infected individuals, such as the smell of vomit.",31,disgust,0.7,medicine,long
"There are two types of pulmonary atresia, classified by whether or not the baby also has a ventricular septal defect.",20,defect,1.25,medicine,medium
"Aphids, for example, rely on several different symbionts for defense from key parasites, and can vertically transmit their symbionts from parent to offspring.",23,parasites,0.8,medicine,medium
"The endocrine system involves a number of feedback mechanisms, so that often one hormone (such as thyroid stimulating hormone) will control the action or release of another secondary hormone (such as thyroid hormone).",33,hormone,0.9,medicine,long
"The main advantages of using the interventional cardiology or radiology approach are the avoidance of the scars and pain, and long post-operative recovery.",23,recovery,1.25,medicine,medium
"Annual meetings, held each year in a different American city, draw attendance from researchers, postdoctoral fellows, graduate students, and undergraduates, as well as educational institutions, funding agencies, publishers, and hundreds of businesses that supply products used in research.",38,researchers,0.9,medicine,long
"In the U.S. and Canada, training for board certification in internal medicine, pediatrics, or gynecology after medical school is called residency.",21,residency,1.35,medicine,medium
Pediatric cardiology Helen B. Taussig is known as the founder of pediatric cardiology.,13,cardiology,1.35,medicine,short
Sometimes a series of EPS drug trials must be conducted to enable the cardiologist to select the one regimen for long-term treatment that best prevents or slows the development of VT or VF following PES.,35,treatment,0.8,medicine,long
High blood pressure affects between 16 and 37% of the population globally.,12,population,0.7,medicine,short
"The Rastelli procedure can also be done by rerouting the left ventricular outflow, dividing the pulmonary trunk, and placing a conduit in between the right ventricle and pulmonary trunk.",29,ventricle,1.25,medicine,medium
"This is due to lower opsonic activity, as well as diminished up-regulation of integrin and selectin receptors, which limit the ability of neutrophils to interact with adhesion molecules in the endothelium.",31,neutrophils,1.15,medicine,long
High frequency analysis of the QRS complex may be useful for detection of coronary artery disease during an exercise stress test.,21,disease,0.8,medicine,medium
Among those who survive targeted temperature management may improve outcomes.,10,outcomes,1.25,medicine,short
Holter monitor A Holter monitor records a continuous EKG rhythm pattern (rarely a full EKG) for 24 hours or more.,20,records,0.7,medicine,medium
"The development of the organ bath preparation, where tissue samples are connected to recording devices, such as a myograph, and physiological responses are recorded after drug application, allowed analysis of drugs' effects on tissues.",34,tissues,1.15,medicine,long
"The difference between the two types of work is the term of protection, which amounts to seventy years after the death of the author of a photographic work as opposed to fifty years, from the year in which the photographic picture was taken.",43,years,0.9,medicine,very_long
"By the Hellenic period of ancient Greece, a concerted causal study of disease was underway (see Medicine in ancient Greece), with many notable early physicians (such as Hippocrates, for whom the modern Hippocratic Oath is named) having developed methods of diagnosis and prognosis for a number of diseases.",48,physicians,0.8,medicine,very_long
"Lifestyle changes include weight loss, decreased salt intake, physical exercise, and a healthy diet.",14,diet,1.25,medicine,short
The efficiency of this method and the large amounts of data that is generated allowed researchers to make some general conclusions about cell types; for example that the human and mouse brain have different versions of fundamentally the same cell types.,41,brain,0.7,medicine,very_long
The Greek Galen was one of the greatest surgeons of the ancient world and performed many audacious operations – including brain and eye surgery – that were not tried again for almost two millennia.,34,surgery,0.9,medicine,long
"Therefore, dermatopathologists must maintain a broad base of knowledge in clinical dermatology, and be familiar with several other specialty areas in Medicine. Forensic pathology Forensic pathology focuses on determining the cause of death by post-mortem examination of a corpse or partial remains.",42,pathology,1.35,medicine,very_long
"These include excess salt in the diet, excess body weight, smoking, and alcohol.",13,diet,0.8,medicine,short
"Antibodies do not directly kill pathogens, but instead, identify antigens as targets for destruction by other immune cells such as phagocytes or NK cells.",24,pathogens,0.9,medicine,medium
"While emergency physicians work 8–12 hour shifts and do not tend to work on-call, the high level of stress and need for diagnostic solid and triage capabilities for the undifferentiated, acute patient contributes to arguments justifying higher salaries for these physicians.",41,stress,0.7,medicine,very_long
"More seriously there may be lightheadedness, passing out, shortness of breath, or chest pain.",14,pain,1.25,medicine,short
"For example, in 1952, Alan Lloyd Hodgkin and Andrew Huxley presented a mathematical model for transmission of electrical signals in neurons of the giant axon of a squid, which they called ""action potentials"", and how they are initiated and propagated, known as the Hodgkin–Huxley model.",45,neurons,0.9,medicine,very_long
"In certain cases, bone may be cut to further access the interior of the body; for example, cutting the skull for brain surgery or cutting the sternum for thoracic (chest) surgery to open up the rib cage.",37,surgery,1.35,medicine,long
"In modern society, Jeffrey Blustein, modern philosopher and author of the book Parents and Children: The Ethics of Family, argues that parental authority is granted because the child requires parents to satisfy their needs.",34,child,0.8,medicine,long
"Moreover, the neuroscientific identification of multiple memory systems related to different brain areas has challenged the idea of memory as a literal reproduction of the past, supporting a view of memory as a generative, constructive and dynamic process.",38,memory,1.35,medicine,long
"Operating room staff must wear sterile attire (scrubs, a scrub cap, a sterile surgical gown, sterile latex or non-latex polymer gloves and a surgical mask), and they must scrub hands and arms with an approved disinfectant agent before each procedure.",40,sterile,0.9,medicine,very_long
"Examples of important subdivisions in medical imaging include radiology (which uses the imaging technologies of X-ray radiography) magnetic resonance imaging, medical ultrasonography (or ultrasound), endoscopy, elastography, tactile imaging, thermography, medical photography, nuclear medicine and functional imaging techniques such as positron emission tomography.",42,imaging,1.35,medicine,very_long
Ambulatory blood pressure monitoring over a 24-hour period appears more accurate than office best blood pressure measurement.,17,blood,0.9,medicine,short
"Extra beats include premature atrial contractions, premature ventricular contractions, and premature junctional contractions.",13,contractions,1.25,medicine,short
"Populations such as incarcerated persons, people living with dementia, the mentally incompetent, persons subject to coercion, and other people who are not able to make decisions with the same authority as others, have special needs when making decisions about their personal healthcare, including surgery.",44,decisions,0.8,medicine,very_long
"Another method specified by Chinese texts—the earliest dating to 1110—specified the use of saponin (from the beans of Gleditsia sinensis) to extract hormones, but gypsum (containing calcium sulfate) was also known to have been used.",35,extract,0.7,medicine,long
"The approach to the surgical site may involve several layers of incision and dissection, as in abdominal surgery, where the incision must traverse skin, subcutaneous tissue, three layers of muscle and then the peritoneum.",34,incision,1.25,medicine,long
"She became famous through her work with Tetralogy of Fallot, a congenital heart defect in which oxygenated and deoxygenated blood enters the circulatory system resulting from a ventricular septal defect (VSD) right beneath the aorta.",35,heart,0.9,medicine,long
"These procedures increasingly include therapeutic methods (typically radiofrequency ablation, or cryoablation) in addition to diagnostic and prognostic procedures.",18,procedures,0.8,medicine,short
"It was Mechnikov who first observed the phenomenon of phagocytosis, in which the body defends itself against a foreign body.",20,body,1.35,medicine,medium
Cardiomyopathy/heart failure Specialization of general cardiology to just that of the cardiomyopathies leads to also specializing in heart transplant and pulmonary hypertension.,22,heart,0.9,medicine,medium
In those with stable CAD it is unclear if PCI or CABG in addition to the other treatments improve life expectancy or decreases heart attack risk.,26,risk,1.15,medicine,medium
"Blood pressure is expressed by two measurements, the systolic and diastolic pressures, which are the maximum and minimum pressures, respectively.",20,blood,0.9,medicine,short
"He incubated a frog's heart (innervated with its vagus nerve attached) in a saline bath, and left in the solution for some time.",23,heart,0.8,medicine,medium
"There are four main types of arrhythmia: extra beats, supraventricular tachycardias, ventricular arrhythmias, and bradyarrhythmias.",15,arrhythmia,1.35,medicine,short
Reproductive immunology This area of the immunology is devoted to the study of immunological aspects of the reproductive process including fetus acceptance.,22,immunology,1.25,medicine,medium
"The coronary arteries are classified as ""end circulation"", since they represent the only source of blood supply to the myocardium; there is very little redundant blood supply, which is why blockage of these vessels can be so critical.",38,blood,0.7,medicine,long
"Role of internal medicine physicians Internal medicine specialists, also known as general internal medicine specialists or general medicine physicians in Commonwealth countries, are specialist physicians trained to manage particularly complex or multisystem disease conditions that single-organ-disease specialists may not be trained to deal with.",44,medicine,0.9,medicine,very_long
"The term was coined by Russian biologist Ilya Ilyich Mechnikov, who advanced studies on immunology and received the Nobel Prize for his work in 1908.",25,immunology,0.6,medicine,medium
"A systematic review published by Cochrane (organisation) in 2016, though, concluded that topical antibiotics applied over certain types of surgical wounds reduce the risk of surgical site infections, when compared to no treatment or use of antiseptics.",37,wounds,1.15,medicine,long
"Applied field epidemiology can include investigating communicable and non-communicable disease outbreaks, mortality and morbidity rates, and nutritional status, among other indicators of health, with the purpose of communicating the results to those who can implement appropriate policies or disease control measures.",41,disease,0.8,medicine,very_long
"Electrophysiologists are trained in the mechanism, function, and performance of the electrical activities of the heart.",16,heart,1.25,medicine,short
Radionuclide testing using thallium or technetium can be used to demonstrate areas of perfusion abnormalities.,15,perfusion,1.25,medicine,short
"Hormones have many different functions and modes of action; one hormone may have several effects on different target organs, and, conversely, one target organ may be affected by more than one hormone.",32,hormone,0.9,medicine,long
"For example, in the United States the Health Insurance Portability and Accountability Act (HIPAA) sets restrictions for health care providers on utilizing protected health information, which is any individually identifiable information relating to the past, present, or future physical or mental health of any individual.",45,information,0.8,medicine,very_long
"This procedure can also be done proactively, when areas of the vascular system become occluded from Atherosclerosis.",17,vascular,1.15,medicine,short
"These relatively narrow vessels are commonly affected by atherosclerosis and can become blocked, causing angina or myocardial infarction (aka heart attack).",21,atherosclerosis,0.9,medicine,medium
"In 1902 William Bayliss and Ernest Starling performed an experiment in which they observed that acid instilled into the duodenum caused the pancreas to begin secretion, even after they had removed all nervous connections between the two.",37,pancreas,0.8,medicine,long
"Thomas Southwood Smith, physician at the London Fever Hospital, began to write papers on the importance of public health, and was one of the first physicians brought in to give evidence before the Poor Law Commission in the 1830s, along with Neil Arnott and James Phillips Kay.",47,health,0.7,medicine,very_long
Cardiac MRI utilizes special protocols to image heart structure and function with specific sequences for certain diseases such as hemochromatosis and amyloidosis.,22,heart,1.35,medicine,medium
"Therefore, a symbiont that successfully confers protection from a parasite is more likely to be passed to the host offspring, allowing coevolution with parasites attacking the host in a way similar to traditional immunity.",34,parasite,1.25,medicine,long
"This has allowed neuroscientists to study the nervous system in all its aspects: how it is structured, how it works, how it develops, how it malfunctions, and how it can be changed.",32,nervous,0.9,medicine,long
Normal blood pressure at rest is within the range of 100–140 millimeters mercury (mmHg) systolic and 60–90 mmHg diastolic.,19,blood,1.25,medicine,short
"In Alzheimer's disease, MRI scans of the entire brain can accurately assess the rate of hippocampal atrophy, while PET scans can measure the brain's metabolic activity by measuring regional glucose metabolism, and beta-amyloid plaques using tracers such as Pittsburgh compound B (PiB).",42,brain,0.9,medicine,very_long
"Perhaps one of the main unsolved problems in modern neuroscience is the so-called ""cell types"" problem which refers to the categorization, definition, and identification of all neuronal/astrocytic cell types in an organism.",32,cell,0.8,medicine,long
"Yet heart problems often produce no symptoms until very advanced, and many symptoms, such as palpitations and sensations of extra or missing heart beats correlate poorly with relative heart health vs disease.",32,heart,1.35,medicine,long
Engineering applications of neuroscience Neuromorphic computer chips Neuromorphic engineering is a branch of neuroscience that deals with creating functional physical models of neurons for the purposes of useful computation.,29,neuroscience,0.9,medicine,long
"A clinical trial might also include an extended post-study follow-up period from months to years for people who have participated in the trial, a so-called ""extension phase"", which aims to identify long-term impact of the treatment.",36,trial,1.25,medicine,very_long
"During and after the Black Death (1346–53), for instance, inhabitants of the Eastern Mediterranean and Western Europe reacted to massive population decline in part on the basis of existing medical theories and protocols, for instance concerning meat consumption and burial, and in part by developing new ones.",47,population,0.7,medicine,very_long
"Hypertension can increase the risk of cerebral, cardiac, and renal events.",11,risk,0.8,medicine,short
"The human brain alone contains around one hundred billion neurons and one hundred trillion synapses; it consists of thousands of distinguishable substructures, connected to each other in synaptic networks whose intricacies have only begun to be unraveled.",37,brain,1.35,medicine,long
"According to Herodotus, the first step of mummification was to ""take a crooked piece of iron, and with it draw out the brain through the nostrils, thus getting rid of a portion, while the skull is cleared of the rest by rinsing with drugs.",44,brain,1.15,medicine,very_long
"In the first half of the 19th century, Jean Pierre Flourens pioneered the experimental method of carrying out localized lesions of the brain in living animals describing their effects on motricity, sensibility and behavior.",34,brain,1.25,medicine,long
The underlying mechanism involves atherosclerosis of the arteries of the heart.,11,heart,0.9,medicine,short
An implantable cardiac defibrillator may be placed to reduce the chance of death from recurrence.,15,death,0.8,medicine,short
"In addition to their national duties, the United States Public Health Service (PHS), led by the Surgeon General of the United States Public Health Service, and the Centers for Disease Control and Prevention, headquartered in Atlanta, are also involved with international health activities.",43,health,0.9,medicine,very_long
"Subspecialties include brain injury medicine, clinical neurophysiology, epilepsy, neurodevelopmental disabilities, neuromuscular medicine, pain medicine, sleep medicine, neurocritical care, vascular neurology (stroke), behavioral neurology, child neurology, headache, multiple sclerosis, neuroimaging, neurooncology, and neurorehabilitation.",32,neurology,1.35,medicine,long
"As a field of general inquiry and research, pathology addresses components of disease: cause, mechanisms of development (pathogenesis), structural alterations of cells (morphologic changes), and the consequences of changes (clinical manifestations).",31,disease,0.9,medicine,long
The heart is a muscle that squeezes blood and functions like a pump.,13,heart,1.35,medicine,short
"Also, a balloon atrial septostomy can be done to fix DORV with the Taussig-Bing anomaly.",15,DORV,0.7,medicine,short
"For example, when drug trials fail, the sponsors may have a duty to tell current and potential investors immediately, which means both the research staff and the enrolled participants may first hear about the end of a trial through public business news.",42,trial,0.8,medicine,very_long
"It refers to the direct measurement of metabolites in an individual's bodily fluids, in order to predict or evaluate the metabolism of pharmaceutical compounds, and to better understand the pharmacokinetic profile of a drug.",34,drug,1.25,medicine,long
This procedure is done by placing a graft between the subclavian artery and the ipsilateral pulmonary artery to restore the correct blood flow.,23,artery,1.25,medicine,medium
"Physicians who specialize in cardiac surgery are called cardiothoracic surgeons or cardiac surgeons, a specialty of general surgery.",18,cardiac,0.9,medicine,short
Cancer immunology The study of the interaction of the immune system with cancer cells can lead to diagnostic tests and therapies with which to find and fight cancer.,28,cancer,1.35,medicine,medium
If a child is exposed to the antibody for a particular antigen before being exposed to the antigen itself then the child will produce a dampened response.,27,antigen,0.8,medicine,medium
"Also, many nonmedical doctors, those with doctoral degrees (usually PhDs) in subjects such as biology and chemistry, study and research the nervous system.",23,nervous,0.7,medicine,medium
"The wearer then plays the recording, via a standard phone connection, to a center with compatible receiving and rhythm printing equipment, after which the monitor is ready to record again.",30,record,0.6,medicine,long
The cardiac electrophysiology study (EPS) typically measures the response of the injured or cardiomyopathic myocardium to PES on specific pharmacological regimens in order to assess the likelihood that the regimen will successfully prevent potentially fatal sustained ventricular tachycardia (VT) or ventricular fibrillation (VF) in the future.,46,ventricular,0.9,medicine,very_long
The term is usually used to describe studies of such phenomena by invasive (intracardiac) catheter recording of spontaneous activity as well as of cardiac responses to programmed electrical stimulation (PES).,30,cardiac,1.15,medicine,medium
Clinical tasks Neurologists examine patients who are referred to them by other physicians in both the inpatient and outpatient settings.,20,neurologists,1.35,medicine,medium
"Bedside History Obtaining a medical history is always the first ""test"", part of understanding the likelihood of significant disease, as detectable within the current limitations of clinical medicine.",28,history,1.25,medicine,medium
"The RR is a more powerful effect measure than the OR, as the OR is just an estimation of the RR, since true incidence cannot be calculated in a case control study where subjects are selected based on disease status.",40,incidence,1.25,medicine,very_long
"Measurement and recording techniques that are not primarily designed to produce images, such as electroencephalography (EEG), magnetoencephalography (MEG), electrocardiography (ECG), and others, represent other technologies that produce data susceptible to representation as a parameter graph versus time or maps that contain data about the measurement locations.",46,data,0.9,medicine,very_long
"It aimed to improve the sanitary condition of towns and populous places in England and Wales by placing the supply of water, sewerage, drainage, cleansing and paving under a single local body with the General Board of Health as a central authority.",42,sanitary,0.8,medicine,very_long
"The problems may involve the interior walls of the heart, the heart valves, or the large blood vessels that lead to and from the heart.",25,heart,1.35,medicine,medium
"A slight alteration to the chemical structure of a medicinal compound could alter its medicinal properties, depending on how the alteration relates to the structure of the substrate or receptor site on which it acts: this is called the structural activity relationship (SAR).",43,structure,0.9,medicine,very_long
"Collectively, the two together are termed the cardiovascular system and diseases of one part tend to affect the other.",19,diseases,0.8,medicine,short
"To be a cardiologist in the United States, a three-year residency in internal medicine is followed by a three-year fellowship in cardiology.",22,cardiology,1.35,medicine,medium
"This linear relation is accurate up to about age 30, after which it mildly underestimates typical maximum attainable heart rates achievable by healthy individuals.",24,heart,0.9,medicine,medium
"Although many studies still hold a reductionist stance looking for the neurobiological basis of cognitive phenomena, recent research shows that there is an interesting interplay between neuroscientific findings and conceptual research, soliciting and integrating both perspectives.",36,research,1.25,medicine,long
"Hierarchical systems have also been developed, including the Anatomical Therapeutic Chemical Classification System (AT, or ATC/DDD), administered by World Health Organization; Generic Product Identifier (GPI), a hierarchical classification number published by MediSpan and SNOMED, C axis.",36,classification,0.9,medicine,long
The vessels that deliver oxygen-rich blood to the myocardium are known as coronary arteries.,14,blood,1.25,medicine,short
Another way is systemic-to-pulmonary artery shunt in cases associated with pulmonary stenosis.,12,shunt,0.7,medicine,short
A great many more physiologic markers related to atherosclerosis and heart function are used and being developed and evaluated in research.,21,markers,1.05,medicine,medium
"In the United Kingdom and other countries, many of the conditions encountered by older patients such as movement disorders, including Parkinson's disease, stroke, dementia, or gait disorders, are managed predominantly by specialists in geriatric medicine.",35,disorders,0.8,medicine,long
"Even so, growth in complex understanding of disease mostly languished until knowledge and experimentation again began to proliferate in the Renaissance, Enlightenment, and Baroque eras, following the resurgence of the empirical method at new centers of scholarship.",37,knowledge,0.6,medicine,long
"At the time, Broca's findings were seen as a confirmation of Franz Joseph Gall's theory that language was localized and that certain psychological functions were localized in specific areas of the cerebral cortex.",33,localized,0.9,medicine,long
"The same response could be produced by injecting extract of jejunum mucosa into the jugular vein, showing that some factor in the mucosa was responsible.",25,injecting,1.15,medicine,medium
"Typical training for a North American endocrinologist involves 4 years of college, 4 years of medical school, 3 years of residency, and 2 years of fellowship.",26,years,1.35,medicine,medium
"The latter type, more formally described as self-controlled case-series studies, divide individual patient follow-up time into exposed and unexposed periods and use fixed-effects Poisson regression processes to compare the incidence rate of a given outcome between exposed and unexposed periods.",40,periods,1.25,medicine,very_long
"For example, many drugs to treat cancer have severe side effects that would not be acceptable for an over-the-counter pain medication, yet the cancer drugs have been approved since they are used under a physician's care and are used for a life-threatening condition.",43,approved,0.8,medicine,very_long
"Echocardiography (or ""echo"") uses standard two-dimensional, three-dimensional, and Doppler ultrasound to create images of the heart.",16,heart,0.9,medicine,short
"Germany In Germany, emergency medicine is not handled as a specialization (Facharztrichtung), but any licensed physician can acquire an additional qualification in emergency medicine through an 80-hour course monitored by the respective ""Ärztekammer"" (medical association, responsible for licensing of physicians).",40,medicine,0.8,medicine,very_long
"Physicians specializing in emergency medicine can enter fellowships to receive credentials in subspecialties such as palliative care, critical care medicine, medical toxicology, wilderness medicine, pediatric emergency medicine, sports medicine, disaster medicine, tactical medicine, ultrasound, pain medicine, pre-hospital emergency medicine, or undersea and hyperbaric medicine.",44,medicine,1.35,medicine,very_long
"Many other ancient societies have references to this phenomenon, but it was not until the 19th and 20th centuries before the concept developed into scientific theory.",26,concept,0.6,medicine,medium
The diagnosis and treatment of endocrine diseases are guided by laboratory tests to a greater extent than for most specialties.,20,tests,1.25,medicine,short
"Rhythm abnormalities can also be visualized as in slow heart rate bradycardia, or fast heart rate tachycardia.",17,heart,0.9,medicine,short
"Additionally, interventional cardiology procedure of primary angioplasty is now the gold standard of care for an acute Myocardial infarction.",19,infarction,0.8,medicine,short
"There is evidence that these steroids not only act directly on the primary and secondary sexual characteristics but also have an effect on the development and regulation of the immune system, including an increased risk in developing pubescent and post-pubescent autoimmunity.",41,immune,0.7,medicine,very_long
Essential vs Secondary hypertension Essential hypertension is the form of hypertension that by definition has no identifiable cause.,18,hypertension,1.35,medicine,short
"After completing college, future pediatricians will need to attend 4 years of medical school (MD/DO/MBBS) and later do 3 more years of residency training, the first year of which is called ""internship.",32,residency,0.9,medicine,long
"It has become possible, through molecular analysis of receptors, to design chemicals that act on specific cellular signaling or metabolic pathways by affecting sites directly on cell-surface receptors (which modulate and mediate cellular signaling pathways controlling cellular function).",38,receptors,1.25,medicine,long
The primary responsibility of the heart is to pump blood throughout the body.,13,heart,0.9,medicine,short
"These passively-acquired antibodies can protect the newborn for up to 18 months, but their response is usually short-lived and of low affinity.",22,antibodies,0.8,medicine,medium
"The Swedish physician Nils Rosén von Rosenstein (1706–1773) is considered to be the founder of modern pediatrics as a medical specialty, while his work The diseases of children, and their remedies (1764) is considered to be ""the first modern textbook on the subject"".",43,pediatrics,1.15,medicine,very_long
"Tetralogy of Fallot Tetralogy of Fallot is the most common congenital heart disease arising in 1–3 cases per 1,000 births.",20,Fallot,1.35,medicine,medium
Congenital heart defects are the leading cause of birth defect-related deaths.,11,defects,1.25,medicine,short
"A sub-study of 1,409 children undergoing emergency abdominal surgery from 253 centres across 43 countries found that adjusted mortality in children following surgery may be as high as 7 times greater in low-HDI and middle-HDI countries compared with high-HDI countries.",40,surgery,0.7,medicine,very_long
"It is the most important risk factor for cardiovascular morbidity and mortality, in industrialized countries.",15,cardiovascular,0.8,medicine,short
About 80% of sudden cardiac death is the result of ventricular arrhythmias.,12,death,0.9,medicine,short
"In the United States and Canada, neurologists are physicians who have completed a postgraduate training period known as residency specializing in neurology after graduation from medical school.",27,neurologists,1.35,medicine,medium
"He greatly advanced knowledge of venereal disease and introduced many new techniques of surgery, including new methods for repairing damage to the Achilles tendon and a more effective method for applying ligature of the arteries in case of an aneurysm.",40,surgery,1.25,medicine,long
"A prospective study of 10,745 adults undergoing emergency abdominal surgery from 357 centres across 58 countries found that mortality is three times higher in low- compared with high-human development index (HDI) countries even when adjusted for prognostic factors.",38,mortality,0.9,medicine,long
"ACHD specializes in congenital diseases in the setting of adult diseases (eg, coronary artery disease, COPD, diabetes) that is, otherwise, atypical for adult or pediatric cardiology.",26,diseases,0.8,medicine,medium
"In a 2002 review article in the American Journal of Psychiatry, Professor Joseph B. Martin, Dean of Harvard Medical School and a neurologist by training, wrote, ""the separation of the two categories is arbitrary, often influenced by beliefs rather than proven scientific observations.",43,arbitrary,0.7,medicine,very_long
"Joseph von Mering and Oskar Minkowski made the observation in 1889 that removing the pancreas surgically led to an increase in blood sugar, followed by a coma and eventual death—symptoms of diabetes mellitus.",33,pancreas,1.25,medicine,long
"The localization of function hypothesis was supported by observations of epileptic patients conducted by John Hughlings Jackson, who correctly inferred the organization of the motor cortex by watching the progression of seizures through the body.",35,seizures,0.9,medicine,long
"Owing to the availability of the oral cavity to non-invasive examination, many conditions in the study of oral disease can be diagnosed, or at least suspected, from gross examination, but biopsies, cell smears, and other tissue analysis remain important diagnostic tools in oral pathology.",44,examination,1.15,medicine,very_long
"It is a multidisciplinary science that combines physiology, anatomy, molecular biology, developmental biology, cytology, computer science and mathematical modeling to understand the fundamental and emergent properties of neurons, glia and neural circuits.",32,neurons,0.9,medicine,long
"Cardiac examination The cardiac examination (also called the ""precordial exam""), is performed as part of a physical examination, or when a patient presents with chest pain suggestive of a cardiovascular pathology.",31,examination,0.8,medicine,long
"Sleep medicine is a subspecialty field in the US under several medical specialties including anesthesiology, internal medicine, family medicine, and neurology.",21,medicine,1.35,medicine,medium
"Another approach for making the procedures more efficient is based on utilizing additional constraints, e.g., in some medical imaging modalities one can improve the efficiency of the data acquisition by taking into account the fact the reconstructed density is positive.",40,constraints,1.05,medicine,very_long
"This may not produce problems at the beginning, but will eventually due to the different pressures each ventricle uses to pump blood.",22,blood,0.8,medicine,medium
"Long term high blood pressure, however, is a major risk factor for coronary artery disease, stroke, heart failure, peripheral vascular disease, vision loss, and chronic kidney disease.",27,disease,1.25,medicine,medium
Many disorders involve the heart itself but some are outside of the heart and in the vascular system.,18,heart,0.9,medicine,short
"For example, biological neuron models are mathematical descriptions of spiking neurons which can be used to describe both the behavior of single neurons as well as the dynamics of neural networks.",31,neurons,0.8,medicine,long
"The term has also been used by fertility clinics to address fertility problems, recurrent miscarriages, premature deliveries and dangerous complications such as pre-eclampsia.",23,fertility,1.15,medicine,medium
"It is also concerned with the integration of developmental events proliferation, growth, and differentiation, and the psychological or behavioral activities of metabolism, growth and development, tissue function, sleep, digestion, respiration, excretion, mood, stress, lactation, movement, reproduction, and sensory perception caused by hormones.",42,growth,0.7,medicine,very_long
"Questions include the patterning and regionalization of the nervous system, neural stem cells, differentiation of neurons and glia (neurogenesis and gliogenesis), neuronal migration, axonal and dendritic development, trophic interactions, and synapse formation.",32,development,0.6,medicine,long
"Levo-transposition happens in about 1 in 13,000 newborns and is characterized by the left ventricle pumping blood into the lungs and the right ventricle pumping the blood into the aorta.",30,blood,1.25,medicine,long
"The DMC has the power to recommend termination of the study based on their review, for example if the study treatment is causing more deaths than the standard treatment, or seems to be causing unexpected and study-related serious adverse events.",40,treatment,0.8,medicine,very_long
"The copyright in a compilation or derivative work extends only to the material contributed by the author of such work, as distinguished from the preexisting material employed in the work, and does not imply any exclusive right in the preexisting material.",41,copyright,0.9,medicine,very_long
"In the United States, hematopathology is a board certified subspecialty (licensed under the American Board of Pathology) practiced by those physicians who have completed a general pathology residency (anatomic, clinical, or combined) and an additional year of fellowship training in hematology.",41,hematopathology,1.25,medicine,very_long
"Surgery is a medical or dental specialty that uses operative manual and instrumental techniques on a person to investigate or treat a pathological condition such as a disease or injury, to help improve bodily function, appearance, or to repair unwanted ruptured areas.",42,surgery,1.35,medicine,very_long
Hormones are chemicals that affect the actions of different organ systems in the body.,14,hormones,1.35,medicine,short
The surgeries that can be done to fix this defect can vary due to the different physiology and blood flow in the defected heart.,24,heart,0.8,medicine,medium
"This ""weekday effect"" has been postulated to be from several factors including poorer availability of services on a weekend, and also, decrease number and level of experience over a weekend.",30,weekend,0.9,medicine,long
Medications for a fast heart rate may include beta blockers or agents that attempt to restore a normal heart rhythm such as procainamide.,23,heart,1.25,medicine,medium
The surgical aspects are not included in cardiology and are in the domain of cardiothoracic surgery.,16,cardiology,0.9,medicine,short
"This includes four years of medical school, four years of residency and an optional one to two years of fellowship.",20,residency,0.8,medicine,medium
"The Heart As the center focus of cardiology, the heart has numerous anatomical features (e.g., atria, ventricles, heart valves) and numerous physiological features (e.g., systole, heart sounds, afterload) that have been encyclopedically documented for many centuries.",36,heart,1.35,medicine,long
Cardiooncology A recent specialization of cardiology is that of cardiooncology.,10,cardiology,1.25,medicine,short
"A neuroendocrine signal is a ""classical"" hormone that is released into the blood by a neurosecretory neuron (see article on neuroendocrinology).",21,hormone,0.8,medicine,medium
Vascular disorders such as atherosclerosis and peripheral arterial disease cause significant morbidity and mortality in aged people.,17,disease,0.7,medicine,short
"Definitions and purposes Definition Public health has been defined as ""the science and art of preventing disease"", prolonging life and improving quality of life through organized efforts and informed choices of society, organizations (public and private), communities and individuals.",39,health,0.9,medicine,very_long
"Developmental immunology The body’s capability to react to antigens depends on a person's age, antigen type, maternal factors and the area where the antigen is presented.",26,antigen,1.15,medicine,medium
"Neuroscience and medicine Neurology, psychiatry, neurosurgery, psychosurgery, anesthesiology and pain medicine, neuropathology, neuroradiology, ophthalmology, otolaryngology, clinical neurophysiology, addiction medicine, and sleep medicine are some medical specialties that specifically address the diseases of the nervous system.",35,neurology,1.25,medicine,long
"For example, coronary artery bypass surgery (CABG), cardiopulmonary bypass and valve replacement are surgical procedures performed by surgeons, not cardiologists.",20,surgery,0.8,medicine,short
The electrical part of the heart is centered on the periodic contraction (squeezing) of the muscle cells that is caused by the cardiac pacemaker located in the sinoatrial node.,29,heart,0.9,medicine,medium
"He found that replacement of testes back into the abdominal cavity of the same bird or another castrated bird resulted in normal behavioural and morphological development, and he concluded (erroneously) that the testes secreted a substance that ""conditioned"" the blood that, in turn, acted on the body of the cockerel.",50,bird,0.6,medicine,very_long
"Cardiac electrophysiology Cardiac electrophysiology is the science of elucidating, diagnosing, and treating the electrical activities of the heart.",18,heart,1.35,medicine,short
